chromosome_name,start_position,end_position,strand,hgnc_symbol,ensembl_gene_id
22,38667585,38681871,-1,TOMM22-DT,ENSG00000228274
22,38675876,38677800,1,"",ENSG00000287219
22,38681924,38685421,1,TOMM22,ENSG00000100216
22,38685543,38701556,-1,JOSD1,ENSG00000100221
22,38704848,38705520,-1,"",ENSG00000295107
22,38705742,38738299,1,GTPBP1,ENSG00000100226
22,38722743,38723505,-1,PRDX3P1,ENSG00000229598
22,38733280,38794143,-1,SUN2,ENSG00000100242
22,38734725,38738765,1,"",ENSG00000244491
22,38734730,38738990,1,"",ENSG00000230149
22,38736610,38736792,-1,"",ENSG00000273096
22,38739003,38749041,1,"",ENSG00000225450
22,38742625,38743115,1,"",ENSG00000272669
22,38743495,38743910,1,"",ENSG00000273076
22,38778508,38794198,-1,DNAL4,ENSG00000100246
22,38818452,38844028,-1,NPTXR,ENSG00000221890
22,38861422,38872249,-1,CBX6,ENSG00000183741
22,38871700,38925455,1,"",ENSG00000288106
22,38952741,38963184,1,APOBEC3A,ENSG00000128383
22,38953737,38954063,-1,"",ENSG00000305435
22,38961003,38964043,-1,"",ENSG00000305420
22,38982347,38992804,1,APOBEC3B,ENSG00000179750
22,38991559,38998209,-1,APOBEC3B-AS1,ENSG00000249310
22,39014224,39020352,1,APOBEC3C,ENSG00000244509
22,39014363,39033276,1,"",ENSG00000284554
22,39021113,39033277,1,APOBEC3D,ENSG00000243811
22,39027991,39040693,-1,"",ENSG00000306709
22,39040604,39055972,1,APOBEC3F,ENSG00000128394
22,39066256,39069975,1,"",ENSG00000289963
22,39070414,39070671,1,"",ENSG00000259421
22,39077059,39087743,1,APOBEC3G,ENSG00000239713
22,39091012,39092859,1,"",ENSG00000290922
22,39091586,39092110,1,"",ENSG00000225720
22,39096662,39097679,-1,"",ENSG00000306155
22,39097224,39104067,1,APOBEC3H,ENSG00000100298
22,39120167,39152719,-1,CBX7,ENSG00000100307
22,39120293,39120566,-1,COX5BP7,ENSG00000226024
22,39133090,39136760,1,"",ENSG00000279833
22,39144634,39172937,1,"",ENSG00000297177
22,39153789,39214609,-1,"",ENSG00000297155
22,39155525,39155945,1,FUNDC2P4,ENSG00000227009
22,39213283,39214498,1,"",ENSG00000297194
22,39223359,39244982,-1,PDGFB,ENSG00000100311
22,39242174,39279897,1,"",ENSG00000284633
22,39279061,39302104,-1,"",ENSG00000299144
22,39292988,39295589,1,"",ENSG00000224794
22,39300473,39301041,1,"",ENSG00000299161
22,39304470,39310161,-1,"",ENSG00000295778
22,39304529,39310611,1,"",ENSG00000295759
22,39312870,39320389,-1,RPL3,ENSG00000100316
22,39313819,39313911,-1,SNORD83B,ENSG00000209480
22,39315213,39315307,-1,SNORD83A,ENSG00000209482
22,39319050,39319113,-1,SNORD43,ENSG00000263764
22,39349909,39385588,1,SYNGR1,ENSG00000100321
22,39379610,39380015,1,"",ENSG00000280216
22,39380073,39388843,-1,"",ENSG00000294968
22,39399778,39437060,1,TAB1,ENSG00000100324
22,39447127,39492194,1,MGAT3,ENSG00000128268
22,39475807,39476822,-1,MGAT3-AS1,ENSG00000227188
22,39499432,39518132,1,MIEF1,ENSG00000100335
22,39500471,39502160,-1,"",ENSG00000303883
22,39504231,39504443,1,"",ENSG00000285025
22,39519695,39522690,1,ATF4,ENSG00000128272
22,39529088,39532767,-1,RPS19BP1,ENSG00000187051
22,39556791,39557610,-1,"",ENSG00000303612
22,39570753,39689735,1,CACNA1I,ENSG00000100346
22,39722348,39723942,-1,"",ENSG00000301075
22,39743044,39893864,-1,ENTHD1,ENSG00000176177
22,39750127,39751293,1,MTFR2P2,ENSG00000235647
22,39874255,39874515,-1,RN7SKP210,ENSG00000238875
22,39875289,39876108,1,UQCRFS1P1,ENSG00000226085
22,39893820,39894167,1,"",ENSG00000296191
22,39901084,39973721,1,GRAP2,ENSG00000100351
22,39960397,39964905,1,TMA7B,ENSG00000225528
22,39994954,40043534,1,FAM83F,ENSG00000133477
22,40042688,40044586,-1,TNRC6B-DT,ENSG00000261202
22,40044319,40044512,1,"",ENSG00000309925
22,40044817,40335808,1,TNRC6B,ENSG00000100354
22,40106325,40107066,-1,RPL7P52,ENSG00000228599
22,40260158,40276693,-1,"",ENSG00000309895
22,40346461,40390463,1,ADSL,ENSG00000239900
22,40346529,40410054,1,"",ENSG00000284431
22,40370564,40410289,1,SGSM3,ENSG00000100359
22,40372664,40388290,-1,SGSM3-AS1,ENSG00000229999
22,40410281,40636719,-1,MRTFA,ENSG00000196588
22,40415003,40415445,1,"",ENSG00000272834
22,40433136,40433641,1,"",ENSG00000227413
22,40521800,40527933,1,MRTFA-AS1,ENSG00000232564
22,40569286,40569895,1,COX6B1P3,ENSG00000172912
22,40586700,40588003,-1,RPL4P6,ENSG00000230071
22,40636981,40637745,1,"",ENSG00000301306
22,40651357,40652146,-1,"",ENSG00000303151
22,40651833,40654777,1,"",ENSG00000303129
22,40660779,40684947,-1,"",ENSG00000289292
22,40673484,40674451,-1,GAPDHP37,ENSG00000231907
22,40679273,40682812,1,MCHR1,ENSG00000128285
22,40685013,40708309,1,"",ENSG00000309667
22,40721457,40741265,1,"",ENSG00000302971
22,40769630,40819401,-1,SLC25A17,ENSG00000100372
22,40788777,40789267,-1,RFKP4,ENSG00000230769
22,40798039,40798285,1,JTBP1,ENSG00000233603
22,40813883,40813958,-1,MIR4766,ENSG00000266594
22,40824535,40856690,-1,ST13,ENSG00000100380
22,40856128,40856618,1,"",ENSG00000305592
22,40857077,40932815,1,XPNPEP3,ENSG00000196236
22,40859549,40862113,-1,DNAJB7,ENSG00000172404
22,40917111,40917381,1,"",ENSG00000273979
22,40917743,40917846,1,RNU6-379P,ENSG00000200683
22,40951277,40973539,1,RBX1,ENSG00000100387
22,40977056,41021958,-1,"",ENSG00000304944
22,41045497,41045591,1,"",ENSG00000222698
22,41064052,41064633,1,RPS9P2,ENSG00000237214
22,41065554,41065646,-1,"",ENSG00000199515
22,41074180,41075239,-1,ACTBP15,ENSG00000213857
22,41087019,41092847,-1,"",ENSG00000296654
22,41091816,41180077,1,EP300,ENSG00000100393
22,41092513,41092566,1,MIR1281,ENSG00000284015
22,41141367,41197520,-1,EP300-AS1,ENSG00000231993
22,41168217,41168316,1,RNU6-375P,ENSG00000252859
22,41189727,41190188,-1,LRRC37A14P,ENSG00000215771
22,41205282,41231273,1,L3MBTL2,ENSG00000100395
22,41207592,41228500,-1,L3MBTL2-AS1,ENSG00000235513
22,41229510,41240931,-1,CHADL,ENSG00000100399
22,41244779,41286272,-1,RANGAP1,ENSG00000100401
22,41252992,41253050,-1,MIR6889,ENSG00000274552
22,41286428,41287373,1,"",ENSG00000304876
22,41301457,41360155,1,ZC3H7B,ENSG00000100403
22,41366135,41381281,-1,"",ENSG00000298609
22,41367333,41399326,1,TEF,ENSG00000167074
22,41377177,41377283,-1,RNU6-495P,ENSG00000199865
22,41414042,41423304,1,"",ENSG00000301754
22,41430934,41431375,1,"",ENSG00000273424
22,41433489,41446801,-1,TOB2,ENSG00000183864
22,41446935,41447749,1,"",ENSG00000289841
22,41447830,41529273,1,ACO2,ENSG00000100412
22,41447871,41448570,-1,"",ENSG00000301767
22,41459705,41468711,-1,PHF5A,ENSG00000100410
22,41525799,41544606,-1,POLR3H,ENSG00000100413
22,41551699,41561009,-1,"",ENSG00000286491
22,41555849,41556510,1,"",ENSG00000297861
22,41560858,41577741,1,CSDC2,ENSG00000172346
22,41576896,41595275,-1,PMM1,ENSG00000100417
22,41598028,41621081,-1,DESI1,ENSG00000100418
22,41620786,41664087,1,XRCC6,ENSG00000196419
22,41648089,41648190,-1,"",ENSG00000200332
22,41673933,41690504,-1,SNU13,ENSG00000100138
22,41676745,41677125,-1,"",ENSG00000285531
22,41679711,41679817,1,RNU6-476P,ENSG00000207457
22,41688877,41698136,1,C22orf46P,ENSG00000293428
22,41690628,41698136,1,C22orf46P,ENSG00000184208
22,41699503,41799456,1,MEI1,ENSG00000167077
22,41709225,41709489,-1,HMGN2P10,ENSG00000231261
22,41722043,41722131,-1,RNU6ATAC22P,ENSG00000252603
22,41747312,41747413,1,"",ENSG00000206813
22,41800321,41832172,1,CCDC134,ENSG00000100147
22,41831215,41834665,-1,SREBF2-AS1,ENSG00000184068
22,41833099,41907308,1,SREBF2,ENSG00000198911
22,41900944,41901012,1,MIR33A,ENSG00000207932
22,41909543,41915074,-1,SHISA8,ENSG00000234965
22,41913490,41916104,1,"",ENSG00000304470
22,41922032,41926806,-1,TNFRSF13C,ENSG00000159958
22,41923222,41923297,-1,MIR378I,ENSG00000283829
22,41927514,41947183,-1,CENPM,ENSG00000100162
22,41947178,41958942,1,SMIM45,ENSG00000205704
22,41969443,41998221,1,SEPTIN3,ENSG00000100167
22,41981304,41982217,-1,"",ENSG00000224883
22,41989161,41998684,-1,"",ENSG00000301540
22,41998725,42058456,1,WBP2NL,ENSG00000183066
22,42000201,42001991,-1,"",ENSG00000293202
22,42001069,42001966,-1,SLC25A5P1,ENSG00000215347
22,42058334,42071198,-1,NAGA,ENSG00000198951
22,42070949,42071488,1,"",ENSG00000286659
22,42073789,42079439,1,PHETA2,ENSG00000177096
22,42076058,42076161,-1,SNORD13P1,ENSG00000238498
22,42079070,42079950,-1,"",ENSG00000309045
22,42079564,42088243,1,SMDT1,ENSG00000183172
22,42085526,42090884,-1,NDUFA6,ENSG00000184983
22,42089630,42090028,-1,"",ENSG00000270083
22,42090931,42137742,1,NDUFA6-DT,ENSG00000237037
22,42107765,42108953,-1,OLA1P1,ENSG00000213790
22,42125962,42131236,-1,CYP2D6,ENSG00000100197
22,42132543,42132998,1,"",ENSG00000227370
22,42136433,42139927,-1,"",ENSG00000232710
22,42138060,42139726,1,"",ENSG00000281538
22,42140203,42149500,-1,CYP2D7,ENSG00000205702
22,42149832,42152501,-1,"",ENSG00000303069
22,42149886,42155001,-1,CYP2D8P,ENSG00000226450
22,42160013,42343616,-1,TCF20,ENSG00000100207
22,42183827,42207600,-1,"",ENSG00000288719
22,42269703,42279534,1,OGFRP1,ENSG00000182057
22,42363671,42369300,-1,LINC01315,ENSG00000229891
22,42380407,42432403,-1,NFAM1,ENSG00000235568
22,42436875,42437984,-1,"",ENSG00000299904
22,42437710,42450848,1,"",ENSG00000230107
22,42500254,42512564,1,SERHL,ENSG00000293485
22,42500671,42512237,1,SERHL,ENSG00000172250
22,42502024,42503347,-1,"",ENSG00000295474
22,42507982,42519853,-1,RRP7A,ENSG00000189306
22,42519303,42530333,1,"",ENSG00000295412
22,42553617,42574387,1,SERHL2,ENSG00000183569
22,42555212,42582039,-1,RRP7BP,ENSG00000291035
22,42565048,42565330,-1,RN7SKP80,ENSG00000202058
22,42569147,42569250,-1,RNU6-513P,ENSG00000251913
22,42574733,42582001,-1,RRP7BP,ENSG00000182841
22,42581083,42584588,1,"",ENSG00000295452
22,42583717,42614962,-1,POLDIP3,ENSG00000100227
22,42583836,42627688,-1,"",ENSG00000289517
22,42608732,42612662,-1,"",ENSG00000295434
22,42614636,42626375,1,"",ENSG00000270022
22,42615244,42615393,1,RNU12,ENSG00000276027
22,42615730,42720870,-1,CYB5R3,ENSG00000100243
22,42639803,42640601,-1,ATP5MGL,ENSG00000249222
22,42691010,42721298,-1,A4GALT,ENSG00000128274
22,42742802,42744787,-1,"",ENSG00000303951
22,42762860,42762959,-1,"",ENSG00000200448
22,42776406,42777296,-1,RPL5P34,ENSG00000234009
22,42784462,42787100,1,GOLGA2P4,ENSG00000229608
22,42785230,42795688,1,"",ENSG00000307819
22,42787588,42791148,-1,"",ENSG00000307847
22,42791814,42794313,-1,ADAMTS7P5,ENSG00000274717
22,42796502,42858106,-1,ARFGAP3,ENSG00000242247
22,42835412,43015185,-1,PACSIN2,ENSG00000100266
22,42853403,42853799,-1,COA1P1,ENSG00000226989
22,42857027,42872515,1,"",ENSG00000307798
22,43015375,43058506,1,TTLL1-AS1,ENSG00000230319
22,43039516,43089427,-1,TTLL1,ENSG00000100271
22,43092167,43092524,1,RPS25P10,ENSG00000234735
22,43110748,43129712,1,BIK,ENSG00000100290
22,43132209,43143398,-1,MCAT,ENSG00000100294
22,43151077,43163246,1,TSPO,ENSG00000100300
22,43166622,43187134,-1,TTLL12,ENSG00000100304
22,43197280,43343375,-1,SCUBE1,ENSG00000159307
22,43212674,43213661,1,SCUBE1-AS2,ENSG00000236272
22,43232141,43239010,1,"",ENSG00000234892
22,43275955,43283830,1,SCUBE1-AS1,ENSG00000203527
22,43373103,43393260,-1,"",ENSG00000299223
22,43399604,43409728,1,LINC01639,ENSG00000236117
22,43411196,43507850,1,MPPED1,ENSG00000186732
22,43507824,43513727,-1,"",ENSG00000286801
22,43516107,43560063,1,EFCAB6-AS1,ENSG00000223843
22,43528744,43812337,-1,EFCAB6,ENSG00000186976
22,43759199,43759910,-1,"",ENSG00000233157
22,43776660,43782143,1,"",ENSG00000299489
22,43802544,43802772,1,HMGN2P9,ENSG00000180150
22,43811869,43817906,1,EFCAB6-DT,ENSG00000261251
22,43820705,43825944,1,"",ENSG00000299503
22,43824509,43862513,-1,SULT4A1,ENSG00000130540
22,43842564,43843281,1,"",ENSG00000299520
22,43878568,43892494,-1,PNPLA5,ENSG00000100341
22,43922897,43924624,-1,"",ENSG00000304926
22,43923781,43964488,1,PNPLA3,ENSG00000100344
22,43955399,44010531,1,SAMM50,ENSG00000100347
22,43957027,43957348,1,RPL35AP36,ENSG00000224856
22,43999211,44172939,1,PARVB,ENSG00000188677
22,44102779,44116232,1,"",ENSG00000279175
22,44139365,44153626,1,"",ENSG00000280434
22,44172956,44219533,1,PARVG,ENSG00000138964
22,44181200,44182704,-1,"",ENSG00000298339
22,44183031,44187739,-1,"",ENSG00000279933
22,44210442,44229512,-1,"",ENSG00000280011
22,44243665,44312951,-1,SHISAL1,ENSG00000138944
22,44312936,44315159,1,"",ENSG00000298486
22,44337460,44340286,1,"",ENSG00000296820
22,44352888,44354626,1,"",ENSG00000296842
22,44365551,44366284,1,"",ENSG00000220702
22,44368978,44411721,-1,"",ENSG00000301322
22,44413485,44414814,-1,SKP1P4,ENSG00000236079
22,44443290,44444793,1,LINC01656,ENSG00000232655
22,44483495,44483717,-1,MRPS18CP6,ENSG00000228807
22,44486295,44486914,-1,"",ENSG00000279642
22,44492583,44498233,-1,RTL6,ENSG00000188636
22,44566965,44568247,1,KRT18P23,ENSG00000215333
22,44569285,44572468,1,LINC00207,ENSG00000187012
22,44606289,44625431,-1,LINC00229,ENSG00000234300
22,44624072,44624796,1,"",ENSG00000308520
22,44651835,44652379,1,ANP32BP2,ENSG00000231801
22,44660880,44668470,-1,"",ENSG00000297748
22,44668547,44737681,1,PRR5,ENSG00000186654
22,44675743,44676971,-1,"",ENSG00000306608
22,44702233,44862706,1,PRR5-ARHGAP8,ENSG00000248405
22,44706260,44710768,-1,"",ENSG00000309628
22,44752547,44862788,1,ARHGAP8,ENSG00000241484
22,44881162,45010022,-1,PHF21B,ENSG00000056487
22,44901547,44902471,1,"",ENSG00000293370
22,44901592,44902430,1,RPL6P28,ENSG00000223730
22,45000565,45003619,-1,"",ENSG00000230922
22,45024161,45074205,-1,"",ENSG00000308760
22,45072522,45091185,1,"",ENSG00000308781
22,45133020,45163862,-1,NUP50-DT,ENSG00000226328
22,45155539,45156011,-1,"",ENSG00000273243
22,45163925,45188017,1,NUP50,ENSG00000093000
22,45178990,45179310,1,"",ENSG00000273353
22,45192244,45240944,-1,KIAA0930,ENSG00000100364
22,45200954,45201019,-1,MIR1249,ENSG00000221598
22,45246605,45246945,1,"",ENSG00000293744
22,45254431,45269169,-1,"",ENSG00000273287
22,45268313,45269063,1,"",ENSG00000298378
22,45273650,45284828,-1,"",ENSG00000301739
22,45275599,45276085,1,"",ENSG00000213752
22,45284924,45295874,1,UPK3A,ENSG00000100373
22,45308968,45342824,1,FAM118A,ENSG00000100376
22,45344063,45413619,-1,SMC1B,ENSG00000077935
22,45413693,45432509,1,RIBC2,ENSG00000128408
22,45435692,45448743,-1,"",ENSG00000232363
22,45502238,45601981,1,FBLN1,ENSG00000077942
22,45604413,45639173,-1,LINC01589,ENSG00000238120
22,45624531,45624632,-1,RNU6-1161P,ENSG00000251985
22,45639639,45656759,1,"",ENSG00000307862
22,45657019,45680130,1,"",ENSG00000280383
22,45671798,45845307,1,ATXN10,ENSG00000130638
22,45760524,45760598,1,MIR4762,ENSG00000264160
22,45792418,45793636,-1,TRNT1P2,ENSG00000235347
22,45864600,45865179,1,"",ENSG00000294602
22,45875932,45894416,1,"",ENSG00000279954
22,45875967,45891465,-1,"",ENSG00000235091
22,45909555,45911792,-1,"",ENSG00000297345
22,45920366,45977162,-1,WNT7B,ENSG00000188064
22,46006616,46010777,1,"",ENSG00000280424
22,46010951,46014320,-1,"",ENSG00000293884
22,46013240,46015503,1,"",ENSG00000273145
22,46020769,46028081,-1,"",ENSG00000300548
22,46036104,46041098,1,"",ENSG00000303445
22,46039907,46048412,-1,LINC00899,ENSG00000231711
22,46044913,46116382,1,MIRLET7BHG,ENSG00000197182
22,46049478,46054144,-1,PRR34,ENSG00000182257
22,46055740,46058160,-1,"",ENSG00000231010
22,46062901,46063814,1,"",ENSG00000303537
22,46067061,46071539,-1,LINC02939,ENSG00000235159
22,46069752,46070807,1,"",ENSG00000289044
22,46080557,46081995,-1,"",ENSG00000303516
22,46083504,46085878,-1,"",ENSG00000303492
22,46091044,46091126,1,MIR3619,ENSG00000266533
22,46112749,46112822,1,MIRLET7A3,ENSG00000283990
22,46113566,46113657,1,MIR4763,ENSG00000284175
22,46113686,46113768,1,MIRLET7B,ENSG00000284520
22,46129589,46144031,1,"",ENSG00000310052
22,46134666,46151394,-1,"",ENSG00000310037
22,46149924,46243755,1,PPARA,ENSG00000186951
22,46161037,46172233,-1,"",ENSG00000310070
22,46163303,46165347,1,"",ENSG00000280384
22,46244011,46250311,-1,CDPF1,ENSG00000205643
22,46245907,46255719,1,"",ENSG00000310243
22,46250385,46252188,1,"",ENSG00000289858
22,46255663,46263343,-1,PKDREJ,ENSG00000130943
22,46267961,46295097,1,TTC38,ENSG00000075234
22,46295143,46296660,-1,GTSE1-DT,ENSG00000277232
22,46296870,46330810,1,GTSE1,ENSG00000075218
22,46330875,46357344,1,TRMU,ENSG00000100416
22,46360834,46537620,-1,CELSR1,ENSG00000075275
22,46376983,46384775,1,"",ENSG00000297903
22,46481329,46481760,-1,FAM136EP,ENSG00000230634
22,46537892,46557010,1,LINC02925,ENSG00000234869
22,46540752,46561662,-1,"",ENSG00000306064
22,46575644,46679790,1,GRAMD4,ENSG00000075240
22,46590530,46592888,1,"",ENSG00000299567
22,46684410,46738267,-1,CERK,ENSG00000100422
22,46746105,46749412,-1,"",ENSG00000300169
22,46761879,46762613,-1,TBC1D22A-DT,ENSG00000260708
22,46762617,47175699,1,TBC1D22A,ENSG00000054611
22,46914092,46916042,-1,TBC1D22A-AS1,ENSG00000280080
22,47115838,47117215,-1,"",ENSG00000278881
22,47128918,47130046,-1,"",ENSG00000302054
22,47230627,47231962,-1,"",ENSG00000296742
22,47259366,47261007,1,"",ENSG00000280312
22,47329227,47373541,1,"",ENSG00000224715
22,47372961,47373702,-1,"",ENSG00000303026
22,47402297,47488149,-1,LINC01644,ENSG00000218357
22,47612231,47631569,-1,LINC00898,ENSG00000205634
22,47630827,48023004,1,EPIC1,ENSG00000224271
22,47632599,47633595,-1,"",ENSG00000305190
22,47662559,47663603,-1,"",ENSG00000232897
22,47897165,47897564,-1,"",ENSG00000305206
22,47916728,47926264,1,"",ENSG00000279712
22,48044710,48048549,-1,"",ENSG00000235154
22,48052646,48058275,1,"",ENSG00000278890
22,48139458,48141253,-1,"",ENSG00000238192
22,48141404,48143279,1,"",ENSG00000229275
22,48167171,48210333,-1,"",ENSG00000306452
22,48254903,48259116,-1,"",ENSG00000285707
22,48274364,48274415,1,MIR3201,ENSG00000266508
22,48278174,48279679,-1,"",ENSG00000305333
22,48320412,48333199,-1,"",ENSG00000288540
22,48320639,48321540,1,"",ENSG00000304445
22,48340001,48340773,1,"",ENSG00000299267
22,48341555,48342700,1,"",ENSG00000306130
22,48341567,48343977,-1,"",ENSG00000306112
22,48345336,48350754,-1,"",ENSG00000296627
22,48403462,48415571,1,"",ENSG00000285855
22,48448890,48468515,1,"",ENSG00000233179
22,48474135,48489324,-1,"",ENSG00000287225
22,48488060,48489058,1,"",ENSG00000297505
22,48489431,48850912,1,TAFA5,ENSG00000219438
22,48538900,48547409,-1,"",ENSG00000281732
22,48584381,48584636,1,"",ENSG00000294606
22,48780295,48780353,1,MIR4535,ENSG00000266887
22,48866770,48898386,1,LINC01310,ENSG00000205632
22,48958442,48974823,-1,"",ENSG00000299733
22,49036843,49045976,1,"",ENSG00000307761
22,49043919,49052549,-1,NHIP,ENSG00000286381
22,49147460,49156815,-1,"",ENSG00000296052
22,49166421,49188062,-1,"",ENSG00000285623
22,49213911,49214247,-1,RPL35P8,ENSG00000226142
22,49264201,49266080,1,"",ENSG00000280199
22,49284867,49304842,-1,"",ENSG00000300754
22,49352495,49354431,1,"",ENSG00000300226
22,49359024,49364008,-1,"",ENSG00000304424
22,49369372,49377131,1,"",ENSG00000285722
22,49414523,49658432,-1,MIR3667HG,ENSG00000188511
22,49460831,49462753,1,"",ENSG00000303177
22,49497483,49524386,1,"",ENSG00000298026
22,49500568,49501585,1,"",ENSG00000280224
22,49526111,49530415,1,"",ENSG00000298068
22,49534062,49534926,1,"",ENSG00000279597
22,49536556,49541598,-1,"",ENSG00000298045
22,49543393,49543466,-1,MIR3667,ENSG00000264139
22,49548681,49556473,1,"",ENSG00000212939
22,49572264,49575427,-1,"",ENSG00000213279
22,49575623,49576120,1,"",ENSG00000298130
22,49614897,49616165,1,"",ENSG00000298102
22,49630265,49631394,1,"",ENSG00000288834
22,49660056,49662007,1,"",ENSG00000298965
22,49662312,49664968,-1,"",ENSG00000286393
22,49668698,49669409,-1,"",ENSG00000307928
22,49718053,49724506,-1,"",ENSG00000226954
22,49738677,49739003,1,RN7SKP252,ENSG00000223142
22,49757627,49758980,-1,RPL5P35,ENSG00000214727
22,49773278,49827944,-1,BRD1,ENSG00000100425
22,49805452,49807208,1,"",ENSG00000279345
22,49817248,49817712,1,"",ENSG00000236867
22,49832449,49838901,-1,"",ENSG00000260613
22,49845260,49848697,-1,"",ENSG00000309455
22,49845929,49846090,1,"",ENSG00000229409
22,49846456,49846720,1,"",ENSG00000277771
22,49851425,49853364,1,"",ENSG00000279494
22,49853827,49897383,1,ZBED4,ENSG00000100426
22,49900229,49918458,-1,ALG12,ENSG00000182858
22,49902228,49904576,1,"",ENSG00000273192
22,49917989,49927544,1,CRELD2,ENSG00000184164
22,49933184,49935331,-1,"",ENSG00000278869
22,49934414,49935203,1,"",ENSG00000304008
22,49947203,49949105,-1,"",ENSG00000297074
22,49951368,49952531,1,"",ENSG00000301505
22,49952577,49955116,1,"",ENSG00000299581
22,49960463,49964075,1,PIM3,ENSG00000198355
22,49962866,49962939,1,MIR6821,ENSG00000276753
22,49971033,49971317,1,"",ENSG00000300623
22,49991811,50012765,-1,IL17REL,ENSG00000188263
22,50018575,50058298,-1,TTLL8,ENSG00000138892
22,50059391,50085969,-1,MLC1,ENSG00000100427
22,50090006,50161690,1,MOV10L1,ENSG00000073146
22,50092745,50096437,1,"",ENSG00000280395
22,50170731,50180295,1,PANX2,ENSG00000073150
22,50184717,50199600,1,TRABD,ENSG00000170638
22,50191724,50192402,-1,"",ENSG00000273188
22,50199049,50201596,-1,TRABD-AS1,ENSG00000273253
22,50201011,50217616,1,SELENOO,ENSG00000073169
22,50205585,50206062,-1,"",ENSG00000272836
22,50208461,50209542,-1,SELENOO-AS1,ENSG00000273137
22,50217688,50245028,-1,TUBGCP6,ENSG00000128159
22,50244610,50247122,1,"",ENSG00000288871
22,50245183,50251405,-1,HDAC10,ENSG00000100429
22,50245450,50261734,-1,MAPK12,ENSG00000188130
22,50263713,50270767,-1,MAPK11,ENSG00000185386
22,50271905,50274135,1,"",ENSG00000294313
22,50274978,50307695,-1,PLXNB2,ENSG00000196576
22,50309030,50327521,-1,DENND6B,ENSG00000205593
22,50314631,50316008,1,"",ENSG00000227484
22,50316035,50317025,1,"",ENSG00000279182
22,50343300,50445090,1,PPP6R2,ENSG00000100239
22,50443219,50483923,-1,SBF1,ENSG00000100241
22,50481543,50486440,1,ADM2,ENSG00000128165
22,50486784,50490648,1,MIOX,ENSG00000100253
22,50502947,50507732,-1,LMF2,ENSG00000100258
22,50508213,50524780,1,NCAPH2,ENSG00000025770
22,50523564,50526461,-1,SCO2,ENSG00000284194
22,50523926,50524780,1,"",ENSG00000272821
22,50525752,50530326,-1,TYMP,ENSG00000025708
22,50529710,50532520,-1,CIMAP1B,ENSG00000177989
22,50531072,50539152,1,"",ENSG00000296451
22,50537708,50539664,-1,"",ENSG00000296469
22,50541108,50543042,1,"",ENSG00000273272
22,50541491,50541847,-1,"",ENSG00000289947
22,50542299,50548994,-1,KLHDC7B-DT,ENSG00000272666
22,50545899,50551023,1,KLHDC7B,ENSG00000130487
22,50551112,50562919,-1,SYCE3,ENSG00000217442
22,50568856,50578681,-1,CPT1B,ENSG00000205560
22,50568869,50582965,-1,CHKB-CPT1B,ENSG00000254413
22,50578959,50601455,-1,CHKB,ENSG00000100288
22,50583026,50597599,1,CHKB-DT,ENSG00000205559
22,50600677,50613981,1,MAPK8IP2,ENSG00000008735
22,50622754,50628177,-1,ARSA,ENSG00000100299
22,50628243,50636006,1,"",ENSG00000289244
22,50641978,50653123,1,"",ENSG00000308444
22,50664426,50674856,-1,"",ENSG00000301328
22,50669804,50669901,1,"",ENSG00000212569
22,50672714,50674336,1,"",ENSG00000286508
22,50674408,50733212,1,SHANK3,ENSG00000251322
22,50691260,50691363,-1,RNU6-409P,ENSG00000206841
22,50735813,50738173,-1,"",ENSG00000225929
22,50738196,50745339,1,ACR,ENSG00000100312
22,50740593,50743520,-1,"",ENSG00000254499
22,50754675,50755434,-1,SNRPA1P2,ENSG00000213683
22,50756831,50801309,1,"",ENSG00000291064
22,50767491,50783760,-1,RABL2B,ENSG00000079974
22,50797082,50798991,-1,"",ENSG00000307555
22,50798655,50799123,1,RPL23AP82,ENSG00000184319
6,28448581,28489517,-1,"",ENSG00000287804
6,28489579,28491661,1,"",ENSG00000286819
6,28503296,28528215,-1,GPX6,ENSG00000198704
6,28512615,28514149,1,"",ENSG00000306829
6,28525881,28534955,1,GPX5,ENSG00000224586
6,28570535,28616212,-1,SCAND3,ENSG00000232040
6,28587378,28591747,1,ZBED9-AS1,ENSG00000246350
6,28633381,28633594,-1,COX8CP1,ENSG00000271440
6,28634783,28653506,1,"",ENSG00000287279
6,28638434,28639173,-1,"",ENSG00000304871
6,28647356,28710117,-1,LINC00533,ENSG00000235570
6,28694269,28695241,1,"",ENSG00000304852
6,28732017,28732904,1,RPSAP2,ENSG00000237425
6,28737962,28825112,1,"",ENSG00000307816
6,28775058,28776353,-1,"",ENSG00000307837
6,28783633,28784004,-1,NOP56P1,ENSG00000235559
6,28788697,28789580,-1,"",ENSG00000307858
6,28836783,28839238,-1,"",ENSG00000225173
6,28859625,28864630,-1,LINC01623,ENSG00000225595
6,28861416,28862047,1,RPL13P,ENSG00000213916
6,28865335,28865922,-1,"",ENSG00000300690
6,28888832,28889906,-1,ZNF90P2,ENSG00000233366
6,28894735,28895640,-1,"",ENSG00000299124
6,28896428,28897322,1,HCG14,ENSG00000224157
6,28903002,28923988,-1,TRIM27,ENSG00000204713
6,28915645,28915744,1,RNU6-930P,ENSG00000212240
6,28922706,28944717,1,LINC01556,ENSG00000204709
6,28948744,28949345,-1,"",ENSG00000297763
6,28952652,28953989,-1,"",ENSG00000305894
